ATLAS_NAME	ATLAS_GENRE	ATLAS_DETAILTYPE	ATLAS_PARTICULAR	1_NAME	1_GENRE	1_DETAILTYPE	1_PARTICULAR	1_LEVEL	1_SERIES	1_MAGIC_ID	2_NAME	2_GENRE	2_DETAILTYPE	2_PARTICULAR	2_LEVEL	2_SERIES	2_MAGIC_ID	3_NAME	3_GENRE	3_DETAILTYPE	3_PARTICULAR	3_LEVEL	3_SERIES	3_MAGIC_ID	4_NAME	4_GENRE	4_DETAILTYPE	4_PARTICULAR	4_LEVEL	4_SERIES	4_MAGIC_ID	5_NAME	5_GENRE	5_DETAILTYPE	5_PARTICULAR	5_LEVEL	5_SERIES	5_MAGIC_ID	6_NAME	6_GENRE	6_DETAILTYPE	6_PARTICULAR	6_LEVEL	6_SERIES	6_MAGIC_ID	DES_NAME	DES_QUALITY	DES_GENRE	DES_DETAILTYPE	DES_PARTICULAR	DES_LEVEL	DES_SERIES	DES_PIECE	DES_PIECESUM	DES_VALUES
§å phæ Hoµng Kim - H¸m Thiªn Hæ §Çu KhÈn Thóc UyÓn	6	1	257	Vâ L©m MËt TÞch	6	1	26																																							M¶nh H¸m Thiªn Hæ §Çu CÈn Thóc UyÓn (2/6)	0	4	1621	1	0	0	2	6	1800000000
§å phæ Hoµng Kim - H¸m Thiªn Hæ §Çu KhÈn Thóc UyÓn	6	1	257	Vâ L©m MËt TÞch	6	1	26																																							M¶nh H¸m Thiªn Hæ §Çu CÈn Thóc UyÓn (3/6)	0	4	1622	1	0	0	3	6	1800000000
§å phæ Hoµng Kim - H¸m Thiªn Hæ §Çu KhÈn Thóc UyÓn	6	1	257	Vâ L©m MËt TÞch	6	1	26																																							M¶nh H¸m Thiªn Hæ §Çu CÈn Thóc UyÓn (4/6)	0	4	1623	1	0	0	4	6	1800000000
§å phæ Hoµng Kim - H¸m Thiªn Hæ §Çu KhÈn Thóc UyÓn	6	1	257	Vâ L©m MËt TÞch	6	1	26																																							M¶nh H¸m Thiªn Hæ §Çu CÈn Thóc UyÓn (5/6)	0	4	1624	1	0	0	5	6	1800000000
§å phæ Hoµng Kim - H¸m Thiªn Hæ §Çu KhÈn Thóc UyÓn	6	1	257	Vâ L©m MËt TÞch	6	1	26																																							M¶nh H¸m Thiªn Hæ §Çu CÈn Thóc UyÓn (6/6)	0	4	1625	1	0	0	6	6	1800000000
§å phæ Hoµng Kim - H¸m Thiªn Thõa Long ChiÕn Ngoa	6	1	258	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Vâ L©m MËt TÞch	6	1	26				HuyÒn ThiÕt kho¸ng	6	1	200	7		111	Phï Dung Th¹ch	6	1	203	6	1	103	Chung Nhò th¹ch	6	1	205	5	3	98	Thiªn V­¬ng Chïy Ph¸p. QuyÓn 1	6	1	37				M¶nh H·m Thiªn Thõa Long ChiÕn Ngoa (1/6)	0	4	1626	1	0	0	1	6	1800000000
§å phæ Hoµng Kim - H¸m Thiªn Thõa Long ChiÕn Ngoa	6	1	258	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Vâ L©m MËt TÞch	6	1	26				HuyÒn ThiÕt kho¸ng	6	1	200	7		111	Phï Dung Th¹ch	6	1	203	6	1	103	Chung Nhò th¹ch	6	1	205	5	3	98	Thiªn V­¬ng Chïy Ph¸p. QuyÓn 1	6	1	37				M¶nh H·m Thiªn Thõa Long ChiÕn Ngoa (2/6)	0	4	1627	1	0	0	2	6	1800000000
§å phæ Hoµng Kim - H¸m Thiªn Thõa Long ChiÕn Ngoa	6	1	258	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Vâ L©m MËt TÞch	6	1	26				HuyÒn ThiÕt kho¸ng	6	1	200	7		111	Phï Dung Th¹ch	6	1	203	6	1	103	Chung Nhò th¹ch	6	1	205	5	3	98	Thiªn V­¬ng Chïy Ph¸p. QuyÓn 1	6	1	37				M¶nh H·m Thiªn Thõa Long ChiÕn Ngoa (3/6)	0	4	1628	1	0	0	3	6	1800000000
§å phæ Hoµng Kim - H¸m Thiªn Thõa Long ChiÕn Ngoa	6	1	258	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Vâ L©m MËt TÞch	6	1	26				HuyÒn ThiÕt kho¸ng	6	1	200	7		111	Phï Dung Th¹ch	6	1	203	6	1	103	Chung Nhò th¹ch	6	1	205	5	3	98	Thiªn V­¬ng Chïy Ph¸p. QuyÓn 1	6	1	37				M¶nh H·m Thiªn Thõa Long ChiÕn Ngoa (4/6)	0	4	1629	1	0	0	4	6	1800000000
§å phæ Hoµng Kim - H¸m Thiªn Thõa Long ChiÕn Ngoa	6	1	258	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Vâ L©m MËt TÞch	6	1	26				HuyÒn ThiÕt kho¸ng	6	1	200	7		111	Phï Dung Th¹ch	6	1	203	6	1	103	Chung Nhò th¹ch	6	1	205	5	3	98	Thiªn V­¬ng Chïy Ph¸p. QuyÓn 1	6	1	37				M¶nh H·m Thiªn Thõa Long ChiÕn Ngoa (5/6)	0	4	1630	1	0	0	5	6	1800000000
§å phæ Hoµng Kim - H¸m Thiªn Thõa Long ChiÕn Ngoa	6	1	258	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Vâ L©m MËt TÞch	6	1	26				HuyÒn ThiÕt kho¸ng	6	1	200	7		111	Phï Dung Th¹ch	6	1	203	6	1	103	Chung Nhò th¹ch	6	1	205	5	3	98	Thiªn V­¬ng Chïy Ph¸p. QuyÓn 1	6	1	37				M¶nh H·m Thiªn Thõa Long ChiÕn Ngoa (6/6)	0	4	1631	1	0	0	6	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp B«n L«i Toµn Long Th­¬ng	6	1	259	Khæng T­íc Th¹ch	6	1	201	5	2	99	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	5		136	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	5	0	121	Chung Nhò th¹ch	6	1	205	5	2	123	M¶nh B«n L«i Toµn Long Th­¬ng (1/9) 	0	4	1632	1	0	0	1	9	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp B«n L«i Toµn Long Th­¬ng	6	1	259	Khæng T­íc Th¹ch	6	1	201	5	2	99	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	5		136	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	5	0	121	Chung Nhò th¹ch	6	1	205	5	2	123	M¶nh B«n L«i Toµn Long Th­¬ng (2/9) 	0	4	1633	1	0	0	2	9	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp B«n L«i Toµn Long Th­¬ng	6	1	259	Khæng T­íc Th¹ch	6	1	201	5	2	99	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	5		136	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	5	0	121	Chung Nhò th¹ch	6	1	205	5	2	123	M¶nh B«n L«i Toµn Long Th­¬ng (3/9) 	0	4	1634	1	0	0	3	9	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp B«n L«i Toµn Long Th­¬ng	6	1	259	Khæng T­íc Th¹ch	6	1	201	5	2	99	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	5		136	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	5	0	121	Chung Nhò th¹ch	6	1	205	5	2	123	M¶nh B«n L«i Toµn Long Th­¬ng (4/9) 	0	4	1635	1	0	0	4	9	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp B«n L«i Toµn Long Th­¬ng	6	1	259	Khæng T­íc Th¹ch	6	1	201	5	2	99	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	5		136	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	5	0	121	Chung Nhò th¹ch	6	1	205	5	2	123	M¶nh B«n L«i Toµn Long Th­¬ng (5/9) 	0	4	1636	1	0	0	5	9	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp B«n L«i Toµn Long Th­¬ng	6	1	259	Khæng T­íc Th¹ch	6	1	201	5	2	99	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	5		136	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	5	0	121	Chung Nhò th¹ch	6	1	205	5	2	123	M¶nh B«n L«i Toµn Long Th­¬ng (6/9) 	0	4	1637	1	0	0	6	9	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp B«n L«i Toµn Long Th­¬ng	6	1	259	Khæng T­íc Th¹ch	6	1	201	5	2	99	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	5		136	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	5	0	121	Chung Nhò th¹ch	6	1	205	5	2	123	M¶nh B«n L«i Toµn Long Th­¬ng (7/9) 	0	4	1638	1	0	0	7	9	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp B«n L«i Toµn Long Th­¬ng	6	1	259	Khæng T­íc Th¹ch	6	1	201	5	2	99	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	5		136	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	5	0	121	Chung Nhò th¹ch	6	1	205	5	2	123	M¶nh B«n L«i Toµn Long Th­¬ng (8/9) 	0	4	1639	1	0	0	8	9	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp B«n L«i Toµn Long Th­¬ng	6	1	259	Khæng T­íc Th¹ch	6	1	201	5	2	99	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	5		136	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	5	0	121	Chung Nhò th¹ch	6	1	205	5	2	123	M¶nh B«n L«i Toµn Long Th­¬ng (9/9) 	0	4	1640	1	0	0	9	9	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp HuyÒn Vò Hoµng Kim Kh¶i	6	1	260	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				HuyÒn ThiÕt kho¸ng	6	1	200	8		113	Phï Dung Th¹ch	6	1	203	8	3	104															M¶nh HuyÒn Vò Hoµng Kim Kh¶i (1/6) 	0	4	1641	1	0	0	1	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp HuyÒn Vò Hoµng Kim Kh¶i	6	1	260	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				HuyÒn ThiÕt kho¸ng	6	1	200	8		113	Phï Dung Th¹ch	6	1	203	8	3	104															M¶nh HuyÒn Vò Hoµng Kim Kh¶i (2/6) 	0	4	1642	1	0	0	2	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp HuyÒn Vò Hoµng Kim Kh¶i	6	1	260	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				HuyÒn ThiÕt kho¸ng	6	1	200	8		113	Phï Dung Th¹ch	6	1	203	8	3	104															M¶nh HuyÒn Vò Hoµng Kim Kh¶i (3/6) 	0	4	1643	1	0	0	3	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp HuyÒn Vò Hoµng Kim Kh¶i	6	1	260	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				HuyÒn ThiÕt kho¸ng	6	1	200	8		113	Phï Dung Th¹ch	6	1	203	8	3	104															M¶nh HuyÒn Vò Hoµng Kim Kh¶i (4/6) 	0	4	1644	1	0	0	4	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp HuyÒn Vò Hoµng Kim Kh¶i	6	1	260	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				HuyÒn ThiÕt kho¸ng	6	1	200	8		113	Phï Dung Th¹ch	6	1	203	8	3	104															M¶nh HuyÒn Vò Hoµng Kim Kh¶i (5/6) 	0	4	1645	1	0	0	5	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp HuyÒn Vò Hoµng Kim Kh¶i	6	1	260	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				HuyÒn ThiÕt kho¸ng	6	1	200	8		113	Phï Dung Th¹ch	6	1	203	8	3	104															M¶nh HuyÒn Vò Hoµng Kim Kh¶i (6/6) 	0	4	1646	1	0	0	6	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp B¹ch Hæ V« Song KhÊu	6	1	261	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				M¶nh Tôc NghiÖp B¹ch Hæ V« Song KhÊu (1/6)	0	4	1647	1	0	0	1	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp B¹ch Hæ V« Song KhÊu	6	1	261	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				M¶nh Tôc NghiÖp B¹ch Hæ V« Song KhÊu (2/6)	0	4	1648	1	0	0	2	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp B¹ch Hæ V« Song KhÊu	6	1	261	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				M¶nh Tôc NghiÖp B¹ch Hæ V« Song KhÊu (3/6)	0	4	1649	1	0	0	3	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp B¹ch Hæ V« Song KhÊu	6	1	261	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				M¶nh Tôc NghiÖp B¹ch Hæ V« Song KhÊu (4/6)	0	4	1650	1	0	0	4	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp B¹ch Hæ V« Song KhÊu	6	1	261	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				M¶nh Tôc NghiÖp B¹ch Hæ V« Song KhÊu (5/6)	0	4	1651	1	0	0	5	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp B¹ch Hæ V« Song KhÊu	6	1	261	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	8	3	106	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	7	2	102	Phï Dung Th¹ch	6	1	203	8	4	108	Thiªn V­¬ng Th­¬ng ph¸p. QuyÓn 2	6	1	38				M¶nh Tôc NghiÖp B¹ch Hæ V« Song KhÊu (6/6)	0	4	1652	1	0	0	6	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp Háa V©n Kú L©n thñ 	6	1	262	Vâ L©m MËt TÞch	6	1	26																																							M¶nh KÕ NghiÖp Háa V©n Kú L©n Thñ (1/6)	0	4	1653	1	0	0	1	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp Háa V©n Kú L©n thñ 	6	1	262	Vâ L©m MËt TÞch	6	1	26																																							M¶nh KÕ NghiÖp Háa V©n Kú L©n Thñ (2/6)	0	4	1654	1	0	0	2	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp Háa V©n Kú L©n thñ 	6	1	262	Vâ L©m MËt TÞch	6	1	26																																							M¶nh KÕ NghiÖp Háa V©n Kú L©n Thñ (3/6)	0	4	1655	1	0	0	3	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp Háa V©n Kú L©n thñ 	6	1	262	Vâ L©m MËt TÞch	6	1	26																																							M¶nh KÕ NghiÖp Háa V©n Kú L©n Thñ (4/6)	0	4	1656	1	0	0	4	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp Háa V©n Kú L©n thñ 	6	1	262	Vâ L©m MËt TÞch	6	1	26																																							M¶nh KÕ NghiÖp Háa V©n Kú L©n Thñ (5/6)	0	4	1657	1	0	0	5	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp Háa V©n Kú L©n thñ 	6	1	262	Vâ L©m MËt TÞch	6	1	26																																							M¶nh KÕ NghiÖp Háa V©n Kú L©n Thñ (6/6)	0	4	1658	1	0	0	6	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa	6	1	263	HuyÒn ThiÕt kho¸ng	6	1	200	6		85	Thiªn V­¬ng Th­¬ng Ph¸p	6	1	38				HuyÒn ThiÕt Kho¸ng	6	1	200	7		111	Phï Dung Th¹ch	6	1	203	8	2	102	Phï Dung Th¹ch	6	1	203	7	3	98	Vâ L©m MËt TÞch	6	1	26				M¶nh KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa (1/6)	0	4	1659	1	0	0	1	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa	6	1	263	HuyÒn ThiÕt kho¸ng	6	1	200	6		85	Thiªn V­¬ng Th­¬ng Ph¸p	6	1	38				HuyÒn ThiÕt Kho¸ng	6	1	200	7		111	Phï Dung Th¹ch	6	1	203	8	2	102	Phï Dung Th¹ch	6	1	203	7	3	98	Vâ L©m MËt TÞch	6	1	26				M¶nh KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa (2/6)	0	4	1660	1	0	0	2	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa	6	1	263	HuyÒn ThiÕt kho¸ng	6	1	200	6		85	Thiªn V­¬ng Th­¬ng Ph¸p	6	1	38				HuyÒn ThiÕt Kho¸ng	6	1	200	7		111	Phï Dung Th¹ch	6	1	203	8	2	102	Phï Dung Th¹ch	6	1	203	7	3	98	Vâ L©m MËt TÞch	6	1	26				M¶nh KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa (3/6)	0	4	1661	1	0	0	3	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa	6	1	263	HuyÒn ThiÕt kho¸ng	6	1	200	6		85	Thiªn V­¬ng Th­¬ng Ph¸p	6	1	38				HuyÒn ThiÕt Kho¸ng	6	1	200	7		111	Phï Dung Th¹ch	6	1	203	8	2	102	Phï Dung Th¹ch	6	1	203	7	3	98	Vâ L©m MËt TÞch	6	1	26				M¶nh KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa (4/6)	0	4	1662	1	0	0	4	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa	6	1	263	HuyÒn ThiÕt kho¸ng	6	1	200	6		85	Thiªn V­¬ng Th­¬ng Ph¸p	6	1	38				HuyÒn ThiÕt Kho¸ng	6	1	200	7		111	Phï Dung Th¹ch	6	1	203	8	2	102	Phï Dung Th¹ch	6	1	203	7	3	98	Vâ L©m MËt TÞch	6	1	26				M¶nh KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa (5/6)	0	4	1663	1	0	0	5	6	1800000000
§å phæ Hoµng Kim - KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa	6	1	263	HuyÒn ThiÕt kho¸ng	6	1	200	6		85	Thiªn V­¬ng Th­¬ng Ph¸p	6	1	38				HuyÒn ThiÕt Kho¸ng	6	1	200	7		111	Phï Dung Th¹ch	6	1	203	8	2	102	Phï Dung Th¹ch	6	1	203	7	3	98	Vâ L©m MËt TÞch	6	1	26				M¶nh KÕ NghiÖp Chu T­íc L¨ng V©n Ngoa (6/6)	0	4	1664	1	0	0	6	6	1800000000
§å phæ Hoµng Kim - Ngù Long L­îng Ng©n B¶o §ao	6	1	264	Khæng T­íc Th¹ch	6	1	201	5	2	99	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	5		136	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	5	0	121	Chung Nhò th¹ch	6	1	205	5	2	123	M¶nh L­îng Ng©n B¶o §ao (1/9) 	0	4	1665	1	0	0	1	9	1800000000
§å phæ Hoµng Kim - Ngù Long L­îng Ng©n B¶o §ao	6	1	264	Khæng T­íc Th¹ch	6	1	201	5	2	99	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	5		136	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	5	0	121	Chung Nhò th¹ch	6	1	205	5	2	123	M¶nh L­îng Ng©n B¶o §ao (2/9) 	0	4	1666	1	0	0	2	9	1800000000
§å phæ Hoµng Kim - Ngù Long L­îng Ng©n B¶o §ao	6	1	264	Khæng T­íc Th¹ch	6	1	201	5	2	99	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	5		136	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	5	0	121	Chung Nhò th¹ch	6	1	205	5	2	123	M¶nh L­îng Ng©n B¶o §ao (3/9) 	0	4	1667	1	0	0	3	9	1800000000
§å phæ Hoµng Kim - Ngù Long L­îng Ng©n B¶o §ao	6	1	264	Khæng T­íc Th¹ch	6	1	201	5	2	99	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	5		136	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	5	0	121	Chung Nhò th¹ch	6	1	205	5	2	123	M¶nh L­îng Ng©n B¶o §ao (4/9) 	0	4	1668	1	0	0	4	9	1800000000
§å phæ Hoµng Kim - Ngù Long L­îng Ng©n B¶o §ao	6	1	264	Khæng T­íc Th¹ch	6	1	201	5	2	99	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	5		136	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	5	0	121	Chung Nhò th¹ch	6	1	205	5	2	123	M¶nh L­îng Ng©n B¶o §ao (5/9) 	0	4	1669	1	0	0	5	9	1800000000
§å phæ Hoµng Kim - Ngù Long L­îng Ng©n B¶o §ao	6	1	264	Khæng T­íc Th¹ch	6	1	201	5	2	99	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	5		136	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	5	0	121	Chung Nhò th¹ch	6	1	205	5	2	123	M¶nh L­îng Ng©n B¶o §ao (6/9) 	0	4	1670	1	0	0	6	9	1800000000
§å phæ Hoµng Kim - Ngù Long L­îng Ng©n B¶o §ao	6	1	264	Khæng T­íc Th¹ch	6	1	201	5	2	99	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	5		136	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	5	0	121	Chung Nhò th¹ch	6	1	205	5	2	123	M¶nh L­îng Ng©n B¶o §ao (7/9) 	0	4	1671	1	0	0	7	9	1800000000
§å phæ Hoµng Kim - Ngù Long L­îng Ng©n B¶o §ao	6	1	264	Khæng T­íc Th¹ch	6	1	201	5	2	99	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	5		136	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	5	0	121	Chung Nhò th¹ch	6	1	205	5	2	123	M¶nh L­îng Ng©n B¶o §ao (8/9) 	0	4	1672	1	0	0	8	9	1800000000
§å phæ Hoµng Kim - Ngù Long L­îng Ng©n B¶o §ao	6	1	264	Khæng T­íc Th¹ch	6	1	201	5	2	99	MËt Ng©n kho¸ng	6	1	202	7		126	Chu Sa kho¸ng	6	1	204	5		136	Vâ L©m MËt TÞch	6	1	26				Phï Dung Th¹ch	6	1	203	5	0	121	Chung Nhò th¹ch	6	1	205	5	2	123	M¶nh L­îng Ng©n B¶o §ao (9/9) 	0	4	1673	1	0	0	9	9	1800000000
§å phæ hoµng kim - Ngù Long ChiÕn ThÇn Qua Trôy	6	1	265	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	1	103	Khæng T­íc Th¹ch	6	1	201	8	2	102	MËt Ng©n kho¸ng	6	1	202	7		114	Thiªn V­¬ng §ao ph¸p.QuyÓn 3	6	1	39											M¶nh Ngù Long ChiÕn ThÇn Qua Trôy (1/6)	0	4	1674	1	0	0	1	6	1800000000
§å phæ hoµng kim - Ngù Long ChiÕn ThÇn Qua Trôy	6	1	265	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	1	103	Khæng T­íc Th¹ch	6	1	201	8	2	102	MËt Ng©n kho¸ng	6	1	202	7		114	Thiªn V­¬ng §ao ph¸p.QuyÓn 3	6	1	39											M¶nh Ngù Long ChiÕn ThÇn Qua Trôy (2/6)	0	4	1675	1	0	0	2	6	1800000000
§å phæ hoµng kim - Ngù Long ChiÕn ThÇn Qua Trôy	6	1	265	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	1	103	Khæng T­íc Th¹ch	6	1	201	8	2	102	MËt Ng©n kho¸ng	6	1	202	7		114	Thiªn V­¬ng §ao ph¸p.QuyÓn 3	6	1	39											M¶nh Ngù Long ChiÕn ThÇn Qua Trôy (3/6)	0	4	1676	1	0	0	3	6	1800000000
§å phæ hoµng kim - Ngù Long ChiÕn ThÇn Qua Trôy	6	1	265	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	1	103	Khæng T­íc Th¹ch	6	1	201	8	2	102	MËt Ng©n kho¸ng	6	1	202	7		114	Thiªn V­¬ng §ao ph¸p.QuyÓn 3	6	1	39											M¶nh Ngù Long ChiÕn ThÇn Qua Trôy (4/6)	0	4	1677	1	0	0	4	6	1800000000
§å phæ hoµng kim - Ngù Long ChiÕn ThÇn Qua Trôy	6	1	265	HuyÒn ThiÕt kho¸ng	6	1	200	8		85	Khæng T­íc Th¹ch	6	1	201	7	1	103	Khæng T­íc Th¹ch	6	1	201	8	2	102	MËt Ng©n kho¸ng	6	1	202	7		114	Thiªn V­¬ng §ao ph¸p.QuyÓn 3	6	1	39											M¶nh Ngù Long ChiÕn ThÇn Qua Trôy (5/6)	0	4	1678	1	0	0	5	6	1800000000
