Ç°ºó×ºÃû³Æ	ÊÇ·ñÇ°×º	ÎåÐÐÊôÐÔÒªÇó	µÈ¼¶ÒªÇó	ÊôÐÔµ÷ÕûÀà±ð	²ÎÊý1×îÐ¡Öµ	²ÎÊý1×î´óÖµ	²ÎÊý2×îÐ¡Öµ	²ÎÊý2×î´óÖµ	²ÎÊý3×îÐ¡Öµ	²ÎÊý3×î´óÖµ	Ð§¹ûËµÃ÷	½ü³ÌÎäÆ÷	°µÆ÷	¿ø¼×	½äÖ¸	ÏîÁ´	Ñ¥×Ó	Ñü´ø	Í·¿ø	»¤Íó	Ñü×¹	Âí
Linh hån	0	3	10	104	25	25	-1	-1	0	0	Bá qua s¸t th­¬ng vËt lý 	0	0	500000	0	0	500000	500000	500000	500000	0	0
BÝch Lôc 	0	0	2	101	25	25	-1	-1	0	0	t¨ng kh¸ng ®éc	7000	7000	20000	20000	20000	20000	20000	20000	20000	70000	0
Lôc Tïng Th¹ch	0	0	4	101	25	25	-1	-1	0	0	t¨ng kh¸ng ®éc	8000	8000	30000	30000	30000	30000	30000	30000	30000	80000	0
BÝch Ngäc 	0	0	6	101	25	25	-1	-1	0	0	t¨ng kh¸ng ®éc	9000	9000	40000	40000	40000	40000	40000	40000	40000	90000	0
Lôc B¶o Th¹ch	0	0	8	101	25	25	-1	-1	0	0	t¨ng kh¸ng ®éc	10000	10000	50000	50000	50000	50000	50000	50000	50000	100000	0
PhØ thóy 	0	0	10	101	25	25	-1	-1	0	0	t¨ng kh¸ng ®éc	100000	100000	500000	500000	500000	500000	500000	500000	500000	500000	0
Cá xanh	0	4	2	105	25	25	-1	-1	0	0	T¨ng kh¸ng b¨ng	7000	7000	20000	20000	20000	20000	20000	20000	20000	70000	0
Hµn Mai	0	4	4	105	25	25	-1	-1	0	0	T¨ng kh¸ng b¨ng	8000	8000	30000	30000	30000	30000	30000	30000	30000	80000	0
C« Tïng	0	4	6	105	25	25	-1	-1	0	0	T¨ng kh¸ng b¨ng	9000	9000	40000	40000	40000	40000	40000	40000	40000	90000	0
Ng¹o Tróc	0	4	8	105	25	25	-1	-1	0	0	T¨ng kh¸ng b¨ng	10000	10000	50000	50000	50000	50000	50000	50000	50000	100000	0
Lam B¶o Th¹ch	0	4	10	105	25	25	-1	-1	0	0	T¨ng kh¸ng b¨ng	200000	200000	500000	500000	500000	500000	500000	500000	500000	500000	0
Th©m hËu	0	2	2	102	25	25	-1	-1	0	0	t¨ng kh¸ng Háa	7000	7000	20000	20000	20000	20000	20000	20000	20000	70000	0
Vò Hoa Th¹ch	0	2	4	102	25	25	-1	-1	0	0	t¨ng kh¸ng Háa	8000	8000	30000	30000	30000	30000	30000	30000	30000	80000	0
B·o löa	0	2	6	102	25	25	-1	-1	0	0	t¨ng kh¸ng Háa	9000	9000	40000	40000	40000	40000	40000	40000	40000	90000	0
B«ng v¶i ®á 	0	2	8	102	25	25	-1	-1	0	0	t¨ng kh¸ng Háa	10000	10000	50000	50000	50000	50000	50000	50000	50000	100000	0
Hång B¶o Th¹ch	0	2	10	102	25	25	-1	-1	0	0	t¨ng kh¸ng Háa	100000	100000	500000	500000	500000	500000	500000	500000	500000	500000	0
Hæ Ph¸ch 	0	1	1	103	30	30	-1	-1	0	0	T¨ng kh¸ng L«i	7000	7000	20000	20000	20000	20000	20000	20000	20000	70000	0
Ngäc ®á	0	1	4	103	30	30	-1	-1	0	0	T¨ng kh¸ng L«i	8000	8000	30000	30000	30000	30000	30000	30000	30000	80000	0
Hoµng B¶oTh¹ch	0	1	7	103	30	30	-1	-1	0	0	T¨ng kh¸ng L«i	9000	9000	40000	40000	40000	40000	40000	40000	40000	90000	0
Hoµng Ngäc 	0	1	8	103	30	30	-1	-1	0	0	T¨ng kh¸ng L«i	10000	10000	50000	50000	50000	50000	50000	50000	50000	100000	0
Lam Thñy Tinh	0	1	10	103	30	30	-1	-1	0	0	T¨ng kh¸ng L«i	200000	200000	500000	500000	500000	500000	500000	500000	500000	500000	0
B¨ngTinh 	0	2	3	134	15	15	-1	-1	0	0	"HÊp thô b¨ng s¸t (chuyÓn hãa, n©ng cao néi lùc ) "	3000	1200	1200	1200	10000	20000	20000	10000	20000	1200	0
B¨ng Ph¸ch	0	2	6	134	15	15	-1	-1	0	0	"HÊp thô b¨ng s¸t (chuyÓn hãa, n©ng cao néi lùc ) "	5000	1200	1200	1200	30000	50000	50000	30000	50000	1200	0
B¨ng ThÇn 	0	2	10	134	15	15	-1	-1	0	0	"HÊp thô b¨ng s¸t (chuyÓn hãa, n©ng cao néi lùc ) "	10000	2200	50000	10000	50000	100000	100000	50000	100000	10000	0
ThÓ chÊt	0	2	1	99	20	20	-1	-1	0	0	T¨ng thÓ lùc 	1000	1000	1000	10000	5000	5000	7000	5000	5000	10000	0
Gian x¶o	0	2	2	99	20	20	-1	-1	0	0	T¨ng thÓ lùc 	2000	2000	2000	20000	6000	6000	8000	6000	6000	20000	0
Tµn nhÉn	0	2	3	99	20	20	-1	-1	0	0	T¨ng thÓ lùc 	3000	3000	3000	30000	7000	7000	9000	7000	7000	30000	0
Tham lam	0	2	4	99	20	20	-1	-1	0	0	T¨ng thÓ lùc 	4000	4000	4000	40000	8000	8000	9000	8000	8000	40000	0
Hung b¹o	0	2	5	99	20	20	-1	-1	0	0	T¨ng thÓ lùc 	5000	5000	5000	50000	9000	9000	10000	9000	9000	50000	0
Yªu quý 	0	2	6	99	20	20	-1	-1	0	0	T¨ng thÓ lùc 	6000	6000	6000	60000	10000	10000	20000	10000	10000	60000	0
M·nh hæ 	0	2	7	99	20	20	-1	-1	0	0	T¨ng thÓ lùc 	7000	7000	7000	70000	20000	20000	30000	20000	20000	70000	0
C¸ voi	0	2	8	99	20	20	-1	-1	0	0	T¨ng thÓ lùc 	8000	8000	8000	80000	30000	30000	40000	30000	30000	80000	0
Linh hiÓn	0	2	9	99	20	20	-1	-1	0	0	T¨ng thÓ lùc 	9000	9000	9000	90000	40000	40000	50000	40000	40000	90000	0
N÷ Oa 	0	2	10	99	20	20	-1	-1	0	0	T¨ng thÓ lùc 	20000	10000	50000	100000	50000	50000	100000	50000	50000	100000	0
TØnh t¸o	0	2	4	110	40	40	-1	-1	0	0	Chèng cho¸ng	90000	90000	90000	90000	90000	90000	90000	90000	90000	90000	0
TØnh t¸o	0	2	7	110	40	40	-1	-1	0	0	Chèng cho¸ng	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
TØnh t¸o	0	2	10	110	40	40	-1	-1	0	0	Chèng cho¸ng	100000	100000	500000	500000	500000	500000	500000	500000	500000	500000	0
Méc Tinh 	0	1	3	134	15	15	-1	-1	0	0	HÊp thô ®éc	0	0	1200	10000	10000	10000	10000	10000	10000	10000	0
Méc Ph¸ch	0	1	6	134	15	15	-1	-1	0	0	HÊp thô ®éc	0	0	1200	30000	50000	30000	30000	30000	30000	30000	0
Méc ThÇn 	0	1	10	134	15	15	-1	-1	0	0	HÊp thô ®éc	0	0	100000	50000	100000	50000	50000	50000	50000	50000	0
VËn khÝ 	0	1	1	135	10	10	-1	-1	0	0	T¨ng May m¾n	0	0	0	10000	10000	0	0	0	0	10000	0
Sè may	0	1	2	135	10	10	-1	-1	0	0	T¨ng May m¾n	0	0	0	9000	9000	0	0	0	0	9000	0
NgÉu nhiªn	0	1	3	135	10	10	-1	-1	0	0	T¨ng May m¾n	0	0	0	8000	8000	0	0	0	0	8000	0
C¬ héi	0	1	4	135	10	10	-1	-1	0	0	T¨ng May m¾n	0	0	0	7000	7000	0	0	0	0	7000	0
VËn mÖnh	0	1	5	135	10	10	-1	-1	0	0	T¨ng May m¾n	0	0	0	6000	6000	0	0	0	0	6000	0
GÆp may	0	1	6	135	10	10	-1	-1	0	0	T¨ng May m¾n	0	0	0	5000	5000	0	0	0	0	5000	0
KhÐo lÐo	0	1	7	135	10	10	-1	-1	0	0	T¨ng May m¾n	0	0	0	4000	4000	0	0	0	0	4000	0
H¹nh phóc	0	1	8	135	10	10	-1	-1	0	0	T¨ng May m¾n	0	0	0	3000	3000	0	0	0	0	3000	0
Ng¹o m¹n	0	1	9	135	10	10	-1	-1	0	0	T¨ng May m¾n	0	0	0	2000	2000	0	0	0	0	2000	0
Vua ThuÊn	0	1	10	135	10	10	-1	-1	0	0	T¨ng May m¾n	0	0	0	1000	1000	0	0	0	0	1000	0
Háa Tinh 	0	3	3	134	15	15	-1	-1	0	0	HÊp thu löa	0	0	1200	0	0	10000	10000	10000	1200	0	0
Háa Ph¸ch	0	3	6	134	15	15	-1	-1	0	0	HÊp thu löa	0	0	1200	0	0	30000	30000	30000	1200	0	0
Háa ThÇn 	0	3	10	134	15	15	-1	-1	0	0	HÊp thu löa	0	0	100000	0	0	50000	50000	50000	10000	0	0
Êm ¸p	0	3	3	106	40	40	-1	-1	0	0	Gi¶m thêi gian ®ãng b¨ng	50000	50000	90000	90000	90000	90000	90000	90000	90000	90000	0
NhiÖt t×nh	0	3	6	106	40	40	-1	-1	0	0	Gi¶m thêi gian ®ãng b¨ng	50000	50000	100000	100000	100000	100000	100000	100000	100000	100000	0
Háa nhiÖt	0	3	10	106	40	40	-1	-1	0	0	kh«ng thÓ ®ãng b¨ng	50000	50000	500000	500000	500000	500000	500000	500000	500000	500000	0
Linh ho¹t	0	3	1	98	20	20	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	1000	1000	1000	1000	1000	1000	1000	1000	0
KhÐo lÐo	0	3	2	98	20	20	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	2000	2000	2000	2000	2000	2000	2000	2000	0
Nh¹y bÐn	0	3	3	98	20	20	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	3000	3000	3000	3000	3000	3000	3000	3000	0
Thôc luyÖn	0	3	4	98	20	20	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	4000	4000	4000	4000	4000	4000	4000	4000	0
KhÐo lÐo	0	3	5	98	20	20	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	5000	5000	5000	5000	5000	5000	5000	5000	0
ChÝnh x¸c	0	3	6	98	20	20	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	6000	6000	6000	6000	6000	6000	6000	6000	0
ChÝnh x¸c	0	3	7	98	20	20	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	7000	7000	7000	7000	7000	7000	7000	7000	0
Thanh Phong 	0	3	8	98	20	20	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	8000	8000	8000	8000	8000	8000	8000	8000	0
Giã b·o	0	3	9	98	20	20	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	9000	9000	9000	9000	9000	9000	9000	9000	0
TËt §iÖn 	0	3	10	98	20	20	-1	-1	0	0	T¨ng nhanh nhÑn	0	0	100000	100000	100000	100000	100000	100000	100000	100000	0
Thæ Tinh 	0	4	3	134	15	15	-1	-1	0	0	HÊp thu ®iÖn	20000	1200	1200	1200	1200	10000	10000	10000	10000	1200	0
Thæ Ph¸ch	0	4	6	134	15	15	-1	-1	0	0	HÊp thu ®iÖn	30000	1200	1200	1200	1200	30000	30000	30000	30000	1200	0
Thæ ThÇn 	0	4	10	134	15	15	-1	-1	0	0	HÊp thu ®iÖn	50000	2200	100000	10000	10000	50000	50000	50000	50000	10000	0
Linh X¹ 	0	4	4	108	40	40	-1	-1	0	0	Gi¶m thêi gian tróng ®éc	90000	90000	90000	90000	90000	90000	90000	90000	90000	90000	0
Tª Gi¸c 	0	4	6	108	40	40	-1	-1	0	0	Gi¶m thêi gian tróng ®éc	100000	100000	100000	100000	100000	100000	100000	100000	100000	100000	0
Sß ®á	0	4	10	108	40	40	-1	-1	0	0	Gi¶m thêi gian tróng ®éc	120000	120000	500000	500000	500000	500000	500000	500000	500000	500000	0
Kim ý 	0	0	2	140	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Kim	0	0	0	0	0	0	0	0	0	0	0
Kim tÝnh	0	0	4	140	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Kim	0	0	0	0	0	0	0	0	0	0	0
Kim vËn	0	0	6	140	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Kim	0	0	0	0	0	0	0	0	0	0	0
Kim khÝ 	0	0	8	140	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Kim	0	0	0	0	0	0	0	0	0	0	0
Kim t©m	0	0	10	140	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Kim	0	0	0	0	0	0	0	0	0	0	0
Thñy ý 	0	2	2	142	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thñy	0	0	0	0	0	0	0	0	0	0	0
Thñy tÝnh	0	2	4	142	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thñy	0	0	0	0	0	0	0	0	0	0	0
Thñy vËn	0	2	6	142	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thñy	0	0	0	0	0	0	0	0	0	0	0
Thñy khÝ 	0	2	8	142	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thñy	0	0	0	0	0	0	0	0	0	0	0
Thñy t©m	0	2	10	142	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thñy	0	0	0	0	0	0	0	0	0	0	0
Méc ý 	0	1	2	141	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Méc	0	0	0	0	0	0	0	0	0	0	0
Méc tÝnh	0	1	4	141	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Méc	0	0	0	0	0	0	0	0	0	0	0
Méc vËn	0	1	6	141	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Méc	0	0	0	0	0	0	0	0	0	0	0
Méc khÝ 	0	1	8	141	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Méc	0	0	0	0	0	0	0	0	0	0	0
Méc t©m	0	1	10	141	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Méc	0	0	0	0	0	0	0	0	0	0	0
Háa ý 	0	3	2	143	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Háa	0	0	0	0	0	0	0	0	0	0	0
Háa tÝnh	0	3	4	143	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Háa	0	0	0	0	0	0	0	0	0	0	0
Háa vËn	0	3	6	143	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Háa	0	0	0	0	0	0	0	0	0	0	0
Háa khÝ 	0	3	8	143	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Háa	0	0	0	0	0	0	0	0	0	0	0
Háa t©m	0	3	10	143	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Háa	0	0	0	0	0	0	0	0	0	0	0
Thæ ý 	0	4	2	144	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thæ 	0	0	0	0	0	0	0	0	0	0	0
Thæ tÝnh	0	4	4	144	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thæ 	0	0	0	0	0	0	0	0	0	0	0
Thæ vËn	0	4	6	144	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thæ 	0	0	0	0	0	0	0	0	0	0	0
Thæ khÝ 	0	4	8	144	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thæ 	0	0	0	0	0	0	0	0	0	0	0
Thæ t©m	0	4	10	144	5	5	-1	-1	0	0	T¨ng Kü n¨ng hÖ Thæ 	0	0	0	0	0	0	0	0	0	0	0
Kim Ma 	0	0	1	168	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Kim	100	100	0	0	0	0	0	0	0	0	0
Kim Ma 	0	0	2	168	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Kim	200	200	0	0	0	0	0	0	0	0	0
Kim Ma 	0	0	3	168	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Kim	300	300	0	0	0	0	0	0	0	0	0
Kim Ma 	0	0	4	168	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Kim	400	400	0	0	0	0	0	0	0	0	0
Kim Ma 	0	0	5	168	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Kim	500	500	0	0	0	0	0	0	0	0	0
Kim Ma 	0	0	6	168	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Kim	600	600	0	0	0	0	0	0	0	0	0
Kim Ma 	0	0	7	168	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Kim	700	700	0	0	0	0	0	0	0	0	0
Kim Ma 	0	0	8	168	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Kim	800	800	0	0	0	0	0	0	0	0	0
Kim Ma 	0	0	9	168	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Kim	900	900	0	0	0	0	0	0	0	0	0
Kim Ma 	0	0	10	168	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Kim	50000	30000	0	0	0	0	0	0	0	0	0
Thñy Ma 	0	2	1	169	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thñy	10000	100	0	0	0	0	0	0	0	0	0
Thñy Ma 	0	2	2	169	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thñy	20000	200	0	0	0	0	0	0	0	0	0
Thñy Ma 	0	2	3	169	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thñy	30000	300	0	0	0	0	0	0	0	0	0
Thñy Ma 	0	2	4	169	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thñy	40000	400	0	0	0	0	0	0	0	0	0
Thñy Ma 	0	2	5	169	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thñy	50000	500	0	0	0	0	0	0	0	0	0
Thñy Ma 	0	2	6	169	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thñy	60000	600	0	0	0	0	0	0	0	0	0
Thñy Ma 	0	2	7	169	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thñy	70000	700	0	0	0	0	0	0	0	0	0
Thñy Ma 	0	2	8	169	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thñy	80000	800	0	0	0	0	0	0	0	0	0
Thñy Ma 	0	2	9	169	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thñy	90000	900	0	0	0	0	0	0	0	0	0
Thñy Ma 	0	2	10	169	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thñy	100000	10000	0	0	0	0	0	0	0	0	0
Háa Ma 	0	3	1	170	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Háa	10000	100	0	0	0	0	0	0	0	0	0
Háa Ma 	0	3	2	170	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Háa	20000	200	0	0	0	0	0	0	0	0	0
Háa Ma 	0	3	3	170	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Háa	30000	300	0	0	0	0	0	0	0	0	0
Háa Ma 	0	3	4	170	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Háa	40000	400	0	0	0	0	0	0	0	0	0
Háa Ma 	0	3	5	170	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Háa	50000	500	0	0	0	0	0	0	0	0	0
Háa Ma 	0	3	6	170	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Háa	60000	600	0	0	0	0	0	0	0	0	0
Háa Ma 	0	3	7	170	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Háa	70000	700	0	0	0	0	0	0	0	0	0
Háa Ma 	0	3	8	170	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Háa	80000	800	0	0	0	0	0	0	0	0	0
Háa Ma 	0	3	9	170	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Háa	90000	900	0	0	0	0	0	0	0	0	0
Háa Ma 	0	3	10	170	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Háa	100000	55000	0	0	0	0	0	0	0	0	0
Thæ Ma 	0	4	1	171	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thæ 	10000	100	0	0	0	0	0	0	0	0	0
Thæ Ma 	0	4	2	171	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thæ 	20000	200	0	0	0	0	0	0	0	0	0
Thæ Ma 	0	4	3	171	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thæ 	30000	300	0	0	0	0	0	0	0	0	0
Thæ Ma 	0	4	4	171	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thæ 	40000	400	0	0	0	0	0	0	0	0	0
Thæ Ma 	0	4	5	171	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thæ 	50000	500	0	0	0	0	0	0	0	0	0
Thæ Ma 	0	4	6	171	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thæ 	60000	600	0	0	0	0	0	0	0	0	0
Thæ Ma 	0	4	7	171	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thæ 	70000	700	0	0	0	0	0	0	0	0	0
Thæ Ma 	0	4	8	171	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thæ 	80000	800	0	0	0	0	0	0	0	0	0
Thæ Ma 	0	4	9	171	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thæ 	90000	900	0	0	0	0	0	0	0	0	0
Thæ Ma 	0	4	10	171	200	200	-1	-1	0	0	T¨ng S¸t th­¬ng hÖ Thæ 	100000	10000	0	0	0	0	0	0	0	0	0
Méc Ma 	0	1	1	172	50	50	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	100	100	0	0	0	0	0	0	0	0	0
Méc Ma 	0	1	2	172	50	50	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	200	200	0	0	0	0	0	0	0	0	0
Méc Ma 	0	1	3	172	50	50	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	300	300	0	0	0	0	0	0	0	0	0
Méc Ma 	0	1	4	172	50	50	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	400	400	0	0	0	0	0	0	0	0	0
Méc Ma 	0	1	5	172	50	50	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	500	500	0	0	0	0	0	0	0	0	0
Méc Ma 	0	1	6	172	50	50	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	600	600	0	0	0	0	0	0	0	0	0
Méc Ma 	0	1	7	172	50	50	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	700	700	0	0	0	0	0	0	0	0	0
Méc Ma 	0	1	8	172	50	50	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	800	800	0	0	0	0	0	0	0	0	0
Méc Ma 	0	1	9	172	50	50	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	900	900	0	0	0	0	0	0	0	0	0
Méc Ma 	0	1	10	172	50	50	-1	-1	0	0	T¨ng s¸t th­¬ng hÖ Méc	55000	55000	0	0	0	0	0	0	0	0	0
